taxon_name,subphylum,class,order,suborder,superfamily,family,taxon_subfamily,taxon_genus,fad_int,lad_int,fad_age,lad_age,max_length,calc_max_vol
Ancistrocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Ancistrocrania,Coniacian,Maastrichtian,89.8,66,20.48,1172.17675
Conocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Conocrania,Berriasian,Valanginian,145,132.9,1.6965,0.163195492
Crania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Crania,Campanian,Maastrichtian,83.6,66,10.67333333,114.8302095
Craniscus,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Craniscus,Oxfordian,Holocene,163.5,0,6.082,15.46491712
Danocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Danocrania,Maastrichtian,Thanetian,72.1,56,15.32666667,417.1109946
Isocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Isocrania,Campanian,Danian,83.6,61.6,8.785,57.36210561
Lepidocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Lepidocrania,Asselian,Kungurian,298.9,272.95,9.1,65.03763831
Nematocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Nematocrania,Artinskian,Artinskian,290.1,283.5,8.565,52.40361737
Neocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Neocrania,Ypresian,Holocene,56,0,11.38333333,144.4643264
Orthisocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Orthisocrania,Darriwilian,Hirnantian,467.3,443.8,19.215,933.8693601
Petrocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Petrocrania,Dapingian,Serpukhovian,470,323.2,11.5175,150.6263362
Philhedra,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Philhedra,Darriwilian,Caradoc,467.3,449,12.11,180.1203386
Pseudocrania,Craniiformea,Craniata,Craniida,,Cranioidea,Craniidae,,Pseudocrania,Dapingian,Dapingian,470,467.3,18.24,775.6518515
Craniops,Craniiformea,Craniata,Craniopsida,,Craniopsoidea,Craniopsidae,,Craniops,Sandbian,Tournaisian,458.4,346.7,1.880666667,0.235646007
Discinopsis,Craniiformea,Craniata,Craniopsida,,Craniopsoidea,Craniopsidae,,Discinopsis,Stage 3,Guzhangian,521,497,3.326506024,1.799576256
Heliomedusa,Craniiformea,Craniata,Craniopsida,,Craniopsoidea,Craniopsidae,,Heliomedusa,Stage 3,Stage 3,521,514,23.26,1442.306426
Lingulapholis,Craniiformea,Craniata,Craniopsida,,Craniopsoidea,Craniopsidae,,Lingulapholis,Lochkovian,Famennian,419.2,358.9,6.7,21.835805
Paracraniops,Craniiformea,Craniata,Craniopsida,,Craniopsoidea,Craniopsidae,,Paracraniops,Sandbian,Telychian,458.4,433.4,1.865060241,0.228749055
Pseudopholidops,Craniiformea,Craniata,Craniopsida,,Craniopsoidea,Craniopsidae,,Pseudopholidops,Darriwilian,Hirnantian,467.3,443.8,2.253142857,0.448758135
Adensu,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Adensuidae,,Adensu,Katian,Katian,453,445.2,77.7,135931.6641
Belubula,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Belubula,Sandbian,Hirnantian,458.4,443.8,64.34,69378.25352
Bowanpodium,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Bowanpodium,Sandbian,Caradoc,458.4,449,6.88,24.00008009
Corystops,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Corystops,Sandbian,Caradoc,458.4,449,12.89,225.0087204
Costitrimerella,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Costitrimerella,Ashgill,Ashgill,449,443.8,11.49761905,149.7015314
Dinobolus,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Dinobolus,Rhuddanian,Homerian,443.8,427.4,40.8,13678.45391
Eodinobolus,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Eodinobolus,Sandbian,Hirnantian,458.4,443.8,30.23333333,4698.897102
Fengzuella,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Fengzuella,Ashgill,Ashgill,449,443.8,15.53,437.1751596
Gasconsia,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Gasconsia,Ashgill,Ludfordian,449,423,74.7,118130.3657
Keteiodoros,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Keteiodoros,Sheinwoodian,Homerian,433.4,427.4,142.725,1187687.362
Monomerella,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Monomerella,Sandbian,Homerian,458.4,427.4,44.6625,18883.02058
Ovidiella,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Ovidiella,Darriwilian,Sandbian,467.3,453,30.71428571,4970.845473
Palaeotrimerella,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Palaeotrimerella,Darriwilian,Hirnantian,467.3,443.8,15.47058824,431.2424017
Paradinobolus,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Paradinobolus,Ashgill,Ashgill,449,443.8,22,1512.974423
Porcidium,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Porcidium,Sandbian,Caradoc,458.4,449,9.183333333,67.18580698
Rhynobolus,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Rhynobolus,Sheinwoodian,Homerian,433.4,427.4,38.5,11122.6118
Sinotrimerella,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Sinotrimerella,Ashgill,Ashgill,449,443.8,52.57692308,33778.71864
Trimerella,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Trimerella,Ashgill,Homerian,449,427.4,59.8625,53647.88239
Yidurella,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Trimerellidae,,Yidurella,Rhuddanian,Telychian,443.8,433.4,52.45,33488.93392
Ussunia,Craniiformea,Craniata,Trimerellida,,Trimerelloidea,Ussuniidae,,Ussunia,Darriwilian,Sandbian,467.3,453,31.55,5470.055551
Acrothyra,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Acrothyra,Stage 3,Drumian,521,500.5,2.192,1.852409123
Acrotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Acrotreta,Tremadocian,Darriwilian,485.4,458.4,4.414457831,13.32665287
Amictocracens,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Amictocracens,Stage 3,Drumian,521,500.5,1.488444444,0.622147784
Anabolotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Anabolotreta,Stage 3,Stage 10,521,485.4,1.097297297,0.263436624
Anelotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Anelotreta,Guzhangian,Guzhangian,500.5,497,1.1408,0.293947809
Angulotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Angulotreta,Stage 3,Stage 10,521,485.4,1.721857923,0.938030164
Aphelotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Aphelotreta,Stage 3,Drumian,521,500.5,0.755635492,0.092048219
Apsotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Apsotreta,Paibian,Stage 10,497,485.4,1.97005988,1.371069555
Araktina,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Araktina,Guzhangian,Guzhangian,500.5,497,1.2552,0.384817939
Canthylotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Canthylotreta,Drumian,Stage 10,504.5,485.4,2.466071429,2.581994067
Conotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Conotreta,Floian,Caradoc,477.7,449,1.340611354,0.463277727
Cyrtonotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Cyrtonotreta,Floian,Darriwilian,477.7,458.4,6.702,43.23395925
Dactylotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Dactylotreta,Drumian,Tremadocian,504.5,477.7,0.945345345,0.173066048
Dicondylotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Dicondylotreta,Drumian,Guzhangian,504.5,497,1.1956,0.33550954
Eohadrotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Eohadrotreta,Early Cambrian,Early Cambrian,541,521,1.402,0.525594848
Eschatelasma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Eschatelasma,Sheinwoodian,Homerian,433.4,427.4,1.083666667,0.254316566
Eurytreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Eurytreta,Paibian,Sandbian,497,453,2.928703704,4.192044435
Galinella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Galinella,Paibian,Stage 10,497,485.4,1.6765,0.870036863
Hadrotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Hadrotreta,Fortunian,Drumian,541,500.5,3.848192771,9.050435937
Hansotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Hansotreta,Darriwilian,Darriwilian,467.3,458.4,1.175,0.319469442
Hisingerella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Hisingerella,Darriwilian,Hirnantian,467.3,443.8,1.592307692,0.75242836
Kostjubella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Kostjubella,Guzhangian,Guzhangian,500.5,497,1.213846154,0.350143004
Kotylotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Kotylotreta,Stage 5,Guzhangian,509,497,0.6156,0.051655154
Linnarssonella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Linnarssonella,Jiangshanian,Stage 10,494,485.4,0.620143885,0.052737087
Linnarssonia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Linnarssonia,Fortunian,Drumian,541,500.5,2.4256,2.46432991
Longipegma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Longipegma,Paibian,Tremadocian,497,477.7,1.372,0.494507228
Mixotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Mixotreta,Guzhangian,Guzhangian,500.5,497,0.9006,0.150957416
Neotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Neotreta,Stage 3,Paibian,521,494,1.081410256,0.25282679
Odontotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Odontotreta,Guzhangian,Guzhangian,500.5,497,0.757,0.092517506
Olentotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Olentotreta,Paibian,Stage 10,497,485.4,1.3,0.424800557
Ombergia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Ombergia,Tremadocian,Floian,485.4,470,1.024,0.216793843
Opisthotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Opisthotreta,Stage 3,Stage 10,521,485.4,1.1264,0.283608932
Ottenbyella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Ottenbyella,Tremadocian,Tremadocian,485.4,477.7,0.999143469,0.202285915
Physotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Physotreta,Guzhangian,Darriwilian,500.5,458.4,3.105434783,4.94484748
Picnotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Picnotreta,Stage 3,Paibian,521,494,1.162460568,0.309952592
Prototreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Prototreta,Fortunian,Drumian,541,500.5,1.487019231,0.620470104
Quadrisonia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Quadrisonia,Paibian,Stage 10,497,485.4,1.713461538,0.925194127
Rhondellina,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Rhondellina,Drumian,Paibian,504.5,494,0.7,0.074198428
Satpakella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Satpakella,Paibian,Stage 10,497,485.4,1.1516,0.301859393
Semitreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Semitreta,Paibian,Floian,497,470,1.2532,0.383092143
Spondylotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Spondylotreta,Darriwilian,Hirnantian,467.3,443.8,3.043478261,4.671788532
Stilpnotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Stilpnotreta,Stage 3,Stage 10,521,485.4,0.83764988,0.123069966
Talasotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Talasotreta,Dapingian,Darriwilian,470,458.4,7.692,63.75006574
Tasbulakia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Tasbulakia,Katian,Katian,453,445.2,1.488,0.621624296
Tingitanella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Tingitanella,Stage 3,Stage 4,521,509,1.13525,0.289934734
Treptotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Treptotreta,Stage 3,Stage 10,521,485.4,1.881420765,1.204215234
Vandalotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Acrotretidae,,Vandalotreta,Stage 2,Stage 4,529,509,1.380136986,0.502818517
Bathmoleca,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Biernatidae,,Bathmoleca,Darriwilian,Darriwilian,467.3,458.4,0.703666667,0.075299159
Biernatia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Biernatidae,,Biernatia,Tremadocian,Hirnantian,485.4,443.8,0.431560892,0.018980735
Concaviseptum,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Biernatidae,,Concaviseptum,Pragian,Pragian,410.8,407.6,1.008863636,0.207882116
Havlicekion,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Biernatidae,,Havlicekion,Sheinwoodian,Pragian,433.4,407.6,0.9315,0.166016319
Opisconidion,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Biernatidae,,Opsiconidion,Katian,Frasnian,453,372.2,0.592905866,0.046465737
Acanthatreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ceratretidae,,Acanthatreta,Stage 5,Stage 5,509,504.5,1.684666667,0.882035933
Almohadella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ceratretidae,,Almohadella,Stage 5,Stage 5,509,504.5,2.5772,2.923558881
Bozshakolia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ceratretidae,,Bozshakolia,Stage 2,Drumian,529,500.5,1.731111111,0.952308504
Ceratreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ceratretidae,,Ceratreta,Paibian,Stage 10,497,485.4,1.577094972,0.732341499
Erbotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ceratretidae,,Erbotreta,Drumian,Drumian,504.5,500.5,4.440298507,13.54770947
Keyserlingia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ceratretidae,,Keyserlingia,Paibian,Stage 10,497,485.4,2.119333333,1.684487316
Kleithriatreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ceratretidae,,Kleithriatreta,Stage 4,Drumian,514,500.5,1.5015,0.637652413
Monophthalma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ceratretidae,,Monophthalma,Stage 3,Stage 5,521,504.5,1.506857143,0.644085903
Curticia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Curticiidae,,Curticia,Drumian,Stage 10,504.5,485.4,2.847887324,3.874105336
Eoconulus,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Eoconulidae,,Eoconulus,Floian,Hirnantian,477.7,443.8,1.59375,0.75435101
Otariconulus,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Eoconulidae,,Otariconulus,Tremadocian,Floian,485.4,470,0.896941896,0.149235469
Undiferina,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Eoconulidae,,Undiferina,Dapingian,Darriwilian,470,458.4,2.651,3.165726948
Aipyotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Aipyotreta,Darriwilian,Darriwilian,467.3,458.4,0.7118,0.077778256
Akmolina,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Akmolina,Paibian,Hirnantian,494,443.8,0.996996997,0.201063381
Ephippelasma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Ephippelasma,Darriwilian,Hirnantian,467.3,443.8,0.746522782,0.088953479
Lurgiticoma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Lurgiticoma,Darriwilian,Darriwilian,467.3,458.4,1.521428571,0.661796478
Mamatia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Mamatia,Floian,Floian,477.7,470,0.892492492,0.147158187
Myotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Myotreta,Floian,Darriwilian,477.7,458.4,0.552401747,0.038063844
Numericoma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Numericoma,Floian,Darriwilian,477.7,458.4,0.753956835,0.091472999
Pomeraniotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Pomeraniotreta,Paibian,Dapingian,497,467.3,0.831831832,0.120675729
Rhinotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Rhinotreta,Sandbian,Hirnantian,458.4,443.8,0.4824,0.025980013
Veliseptum,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Ephippelasmatidae,,Veliseptum,Darriwilian,Hirnantian,467.3,443.8,0.449475262,0.021286364
Artiotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Scaphelasmatidae,,Artiotreta,Gorstian,Pridolian,427.4,419.2,0.586,0.044956344
Eoscaphelasma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Scaphelasmatidae,,Eoscaphelasma,Paibian,Stage 10,497,485.4,1.144363636,0.296543385
Rhysotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Scaphelasmatidae,,Rhysotreta,Floian,Caradoc,477.7,449,2.304347826,2.132669118
Scaphelasma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Scaphelasmatidae,,Scaphelasma,Floian,Hirnantian,477.7,443.8,1.061861862,0.240155293
Tobejalotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Scaphelasmatidae,,Tobejalotreta,Paibian,Stage 10,497,485.4,0.946545455,0.173686045
Acrotretella,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Torynelasmatidae,,Acrotretella,Sandbian,Pridolian,458.4,419.2,0.726419214,0.082365498
Cristicoma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Torynelasmatidae,,Cristicoma,Dapingian,Dapingian,470,467.3,0.826133333,0.118360027
Issedonia,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Torynelasmatidae,,Issedonia,Darriwilian,Darriwilian,467.3,458.4,1.050545455,0.233010948
Mylloconotreta,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Torynelasmatidae,,Mylloconotreta,Dapingian,Dapingian,470,467.3,2.421052632,2.451329836
Naimania,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Torynelasmatidae,,Naimania,Katian,Caradoc,453,449,1.241764706,0.373320508
Polylasma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Torynelasmatidae,,Polylasma,Dapingian,Darriwilian,470,458.4,1.2488,0.379312988
Sasyksoria,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Torynelasmatidae,,Sasyksoria,Floian,Floian,477.7,470,1.582211538,0.739058286
Torynelasma,Linguliformea,Lingulata,Acrotretida,,Acrotretoidea,Torynelasmatidae,,Torynelasma,Floian,Sandbian,477.7,453,1.678571429,0.873070324
Acrothele,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Acrothelidae,Acrothelinae,Acrothele,Fortunian,Drumian,541,500.5,12.57575758,254.8329352
Eothele,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Acrothelidae,Acrothelinae,Eothele,Fortunian,Drumian,541,500.5,1.589903846,0.749230973
Orbithele,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Acrothelidae,Acrothelinae,Orbithele,Drumian,Dapingian,504.5,467.3,5.56,25.53560162
Schizopholis,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Acrothelidae,Acrothelinae,Schizopholis,Fortunian,Stage 2,541,521,5.942,30.7955038
Conodiscus,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Acrothelidae,Conodiscinae,Conodiscus,Paibian,Floian,497,470,7.945238095,69.84460915
Discotreta,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Acrothelidae,Conodiscinae,Discotreta,Floian,Dapingian,477.7,467.3,6.542,40.38741448
Botsfordia,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Botsfordiidae,,Botsfordia,Fortunian,Drumian,541,500.5,9.560606061,117.6778221
Curdus,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Botsfordiidae,,Curdus,Stage 3,Stage 3,521,514,2.273333333,2.052748576
Diandongia,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Botsfordiidae,,Diandongia,Fortunian,Stage 2,541,521,12.748,264.7939527
Edreja,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Botsfordiidae,,Edreja,Stage 3,Stage 3,521,514,3.354216867,6.144558891
Glyptias,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Botsfordiidae,,Glyptias,Fortunian,Stage 2,541,521,5.236206897,21.56238556
Karathele,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Botsfordiidae,,Karathele,Stage 4,Drumian,514,500.5,1.644,0.823329942
Minlatonia,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Botsfordiidae,,Minlatonia,Stage 3,Stage 3,521,514,1.209,0.346217027
Neobolus,Linguliformea,Lingulata,Lingulida,,Acrotheloidea,Botsfordiidae,,Neobolus,Fortunian,Stage 2,541,521,8.024,71.81384012
Acrosaccus,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Acrosaccus,Darriwilian,Hirnantian,467.3,443.8,9.812121212,126.6141645
Discina,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Discina,Holocene,Holocene,0.0117,0,6.564,40.77141523
Discinisca,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Discinisca,Rhaetian,Holocene,208.5,0,24.53571429,1676.56356
Discradisca,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Discradisca,Danian,Holocene,66,0,8.260606061,77.94401195
Kosoidea,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Kosoidea,Gorstian,Ludfordian,427.4,423,4.588888889,14.86483319
Lindstroemella,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Lindstroemella,Eifelian,Gzhelian,393.3,298.9,48.98333333,11768.72166
Lingulodiscina,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Lingulodiscina,Gorstian,Kungurian,427.4,272.95,16.35263158,534.2401047
Lochkothele,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Lochkothele,Lochkovian,Lochkovian,419.2,410.8,7.866666667,67.91519802
Oehlertella,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Oehlertella,Gorstian,Gzhelian,427.4,298.9,25.95384615,1964.284823
Orbiculoidea,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Orbiculoidea,Sandbian,Changhsingian,458.4,251.9,8.915,96.6290794
Roemerella,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Roemerella,Lochkovian,Famennian,419.2,358.9,39.425,6382.533663
Schizotreta,Linguliformea,Lingulata,Lingulida,,Discinoidea,Discinidae,,Schizotreta,Floian,Homerian,477.7,427.4,6.53,40.1789468
Drabodiscina,Linguliformea,Lingulata,Lingulida,,Discinoidea,Trematidae,,Drabodiscina,Sandbian,Hirnantian,458.4,443.8,34.49166667,4378.72047
Schizobolus,Linguliformea,Lingulata,Lingulida,,Discinoidea,Trematidae,,Schizobolus,Lochkovian,Famennian,419.2,358.9,7.578571429,61.13567099
Schizocrania,Linguliformea,Lingulata,Lingulida,,Discinoidea,Trematidae,,Schizocrania,Tremadocian,Emsian,485.4,393.3,16.67058824,564.0400218
Trematis,Linguliformea,Lingulata,Lingulida,,Discinoidea,Trematidae,,Trematis,Darriwilian,Hirnantian,467.3,443.8,15.612,468.8121492
Aulonotreta,Linguliformea,Lingulata,Lingulida,,Linguloidea,Aulonotretidae,,Aulonotreta,Dapingian,Darriwilian,470,458.4,20.816,1054.779934
Dysoristus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Dysoristidae,,Dysoristus,Paibian,Stage 10,497,485.4,1.575,0.729602727
Ferrobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Dysoristidae,,Ferrobolus,Paibian,Dapingian,497,467.3,7.467164179,58.63620982
Broeggeria,Linguliformea,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Broeggeria,Paibian,Darriwilian,497,458.4,7.296,54.92616303
Elkania,Linguliformea,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Elkania,Paibian,Darriwilian,497,458.4,7.673684211,63.32311984
Elkanisca,Linguliformea,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Elkanisca,Tremadocian,Floian,485.4,470,10.56190476,155.8195701
Lamanskya,Linguliformea,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Lamanskya,Tremadocian,Darriwilian,485.4,458.4,6.275,35.91177216
Monobolina,Linguliformea,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Monobolina,Floian,Darriwilian,477.7,458.4,7.288,54.75657393
Pseudodicellomus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Pseudodicellomus,Paibian,Stage 10,497,485.4,6.12,33.46720218
Tilasia,Linguliformea,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Tilasia,Darriwilian,Katian,467.3,445.2,17.476,644.2700145
Volborthia,Linguliformea,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Volborthia,Dapingian,Darriwilian,470,458.4,19.35882353,859.6499324
Eoobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Eoobolidae,,Eoobolus,Stage 3,Drumian,521,500.5,8.50952381,84.74713859
Lingulasma,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulasmatidae,,Lingulasma,Darriwilian,Hirnantian,467.3,443.8,42.875,8085.086638
Aboriginella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulellotretidae,,Aboriginella,Paibian,Stage 10,497,485.4,4.86,17.47536602
