taxon_name,subphylum,class,order,suborder,superfamily,family,taxon_subfamily,taxon_genus,fad_int,lad_int,fad_age,lad_age,max_length,calc_max_vol
Tashanomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Glyptomenidae,Teratelasminae,Tashanomena,Ashgill,Telychian,449,433.4,4.582,25.84667648
Teratelasma,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Glyptomenidae,Teratelasminae,Teratelasma,Darriwilian,Caradoc,467.3,449,5.936666667,54.04375627
Trondomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Glyptomenidae,Teratelasminae,Trondomena,Ashgill,Ashgill,449,443.8,26.28,3738.111948
Leptaenisca,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptaenoideidae,,Leptaenisca,Pragian,Emsian,410.8,393.3,18.49,1373.497631
Leptaenoidea,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptaenoideidae,,Leptaenoidea,Sheinwoodian,Homerian,433.4,427.4,8.765,163.9146136
Leptaenomendax,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptaenoideidae,,Leptaenomendax,Emsian,Emsian,407.6,393.3,17.98,1268.338549
Liljevallia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptaenoideidae,,Liljevallia,Telychian,Sheinwoodian,438.5,430.5,19.815,1672.724279
Taleoleptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptaenoideidae,,Taleoleptaena,Emsian,Emsian,407.6,393.3,10.61333333,282.6627342
Barbaestrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Barbaestrophia,Lochkovian,Lochkovian,419.2,410.8,37.84666667,10562.05574
Brachyprion,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Brachyprion,Aeronian,Ludfordian,440.8,423,37.07333333,9958.987498
Castellaroina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Castellaroina,Gorstian,Pridolian,427.4,419.2,21.38,2077.017593
Chynistrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Chynistrophia,Pragian,Pragian,410.8,407.6,11.67142857,370.5126846
Eomegastrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Eomegastrophia,Aeronian,Aeronian,440.8,438.5,41.85,14063.88105
Eostropheodonta,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Eostropheodonta,Ashgill,Homerian,449,427.4,40.07,12426.53337
Gamphalosia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Gamphalosia,Frasnian,Frasnian,382.7,372.2,16.02,913.026968
Gibberostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Gibberostrophia,Lochkovian,Lochkovian,419.2,410.8,27.78666667,4381.273498
Leptostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Leptostrophia,Gorstian,Frasnian,427.4,372.2,78.26666667,83630.71295
Mesoleptostrophia (Mesoleptostrophia),Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Mesoleptostrophia,Telychian,Eifelian,438.5,387.7,53.82,28788.63177
Mesoleptostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Mesoleptostrophia,Telychian,Eifelian,438.5,387.7,53.82,28788.63177
Nervostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Nervostrophia,Givetian,Frasnian,387.7,372.2,32.42,6797.284222
Palaeoleptostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Palaeoleptostrophia,Rhuddanian,Aeronian,443.8,438.5,28.73333333,4819.860088
Protoleptostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Protoleptostrophia,Lochkovian,Frasnian,419.2,372.2,40.7,12991.0408
Protomegastrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Protomegastrophia,Telychian,Lochkovian,438.5,410.8,46.53333333,19023.8799
Rotundostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Rotundostrophia,Emsian,Emsian,407.6,393.3,18.24,1321.269988
Tubulostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Tubulostrophia,Pragian,Emsian,410.8,393.3,26.05333333,3647.024987
Tudiaophomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Tudiaophomena,Telychian,Telychian,438.5,433.4,35.33,8682.507246
Tuvaechonetes,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Tuvaechonetes,Pridolian,Pridolian,423,419.2,13.33,540.9260962
Tuvaestrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Tuvaestrophia,Gorstian,Pridolian,427.4,419.2,11.0025,313.1891796
Velostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Velostrophia,Pragian,Emsian,410.8,393.3,35.39333333,8726.904961
Viodostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Leptostrophiidae,,Viodostrophia,Telychian,Telychian,438.5,433.4,13.22,528.3109526
Glossoleptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Glossoleptaena,Gorstian,Eifelian,427.4,387.7,11.68846154,372.0546069
Hingganoleptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Hingganoleptaena,Sandbian,Hirnantian,458.4,443.8,8.423333333,146.3666911
Hollardina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Hollardina,Lochkovian,Lochkovian,419.2,410.8,36.35,9415.557358
Kiaeromena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Kiaeromena,Darriwilian,Hirnantian,467.3,443.8,45.57,17923.65409
Lepidoleptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Lepidoleptaena,Gorstian,Emsian,427.4,393.3,51.6,25534.2795
Leptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Leptaena,Darriwilian,Emsian,467.3,393.3,33.29333333,7331.807657
Leptaenopyxis,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Leptaenopyxis,Pragian,Emsian,410.8,393.3,37.69,10438.02111
Leptagonia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Leptagonia,Emsian,Bashkirian,433.4,315.2,34.96666667,8430.634903
Limbimurina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Limbimurina,Sandbian,Katian,458.4,445.2,14.195,646.9898977
Lioleptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Lioleptaena,Rhuddanian,Telychian,443.8,433.4,41.57,13797.57091
Lissoleptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Lissoleptaena,Lochkovian,Lochkovian,419.2,410.8,12.285,428.7159391
Mackerrovia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Mackerrovia,Telychian,Telychian,438.5,433.4,27.88666667,4426.325562
Notoleptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Notoleptaena,Emsian,Emsian,407.6,393.3,27.48,4244.971843
Rugoleptaena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Rugoleptaena,Pragian,Emsian,410.8,393.3,14.97,752.7360061
Scamnomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Scamnomena,Sheinwoodian,Homerian,433.4,427.4,8.61,155.7940331
Tchadania,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Leptaeninae,Tchadania,Gorstian,Ludfordian,427.4,423,14.59333333,700.0440498
Colaptomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Colaptomena,Darriwilian,Caradoc,467.3,449,56.02,32267.91207
Hedstroemina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Hedstroemina,Caradoc,Caradoc,458.4,449,23.65,2768.471576
Heteromena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Heteromena,Floian,Darriwilian,477.7,458.4,20.36,1807.098543
Hibernodonta,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Hibernodonta,Caradoc,Caradoc,458.4,449,8.655,158.1240711
Kjaerina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Kjaerina,Caradoc,Caradoc,458.4,449,27.7,4342.46994
Kjerulfina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Kjerulfina,Sandbian,Hirnantian,458.4,443.8,27.58,4289.111095
Megamyonia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Megamyonia,Ashgill,Ashgill,449,443.8,17.93,1258.319953
Odoratus,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Odoratus,Sandbian,Hirnantian,458.4,443.8,14.045,627.7096298
Pentagomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Pentagomena,Floian,Darriwilian,477.7,458.4,20.145,1753.283323
Rafinesquina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Rafinesquina,Sandbian,Hirnantian,458.4,443.8,47.06,19643.47866
Rhipidomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Rafinesquinidae,Rafinesquininae,Rhipidomena,Darriwilian,Caradoc,467.3,449,29.63333333,5262.342599
Shaleria,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Shaleriidae,,Shaleria,Rhuddanian,Lochkovian,443.8,410.8,22.70666667,2465.457659
Shaleriella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Shaleriidae,,Shaleriella,Sheinwoodian,Pridolian,433.4,419.2,10.25333333,256.2061358
Arbizustrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Arbizustrophia,Emsian,Emsian,407.6,393.3,12.8,481.9027351
Boucotstrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Boucotstrophia,Pragian,Emsian,410.8,393.3,54.14,29278.76952
Dictyostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Dictyostrophia,Pragian,Eifelian,410.8,387.7,51.49,25379.56942
Fascistropheodonta,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Fascistropheodonta,Pragian,Eifelian,410.8,387.7,33.36666667,7377.891253
Galateastrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Galateastrophia,Emsian,Givetian,407.6,382.7,11.48333333,353.7601896
Gorgostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Gorgostrophia,Pragian,Emsian,410.8,393.3,17.08571429,1096.82675
Khangaestrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Khangaestrophia,Emsian,Emsian,407.6,393.3,31.36666667,6187.068525
Leptodonta,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Leptodonta,Pragian,Eifelian,410.8,387.7,15.97,904.9351559
Lissostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Lissostrophia,Gorstian,Ludfordian,427.4,423,6.29,63.71588822
Megastrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Megastrophia,Emsian,Givetian,407.6,382.7,64.18,47528.22398
Minutostropheodonta,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Minutostropheodonta,Eifelian,Eifelian,393.3,387.7,7.65,111.2603645
Neumanella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Neumanella,Gorstian,Pridolian,427.4,419.2,8.32,141.3110838
Papillostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Papillostrophia,Emsian,Emsian,407.6,393.3,16.19583333,941.855686
Parapholidostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Parapholidostrophia,Emsian,Eifelian,407.6,387.7,13.745,590.2759404
Pholidostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Pholidostrophia,Emsian,Frasnian,407.6,372.2,12.95,498.1597413
Pterostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Pterostrophia,Lochkovian,Emsian,419.2,393.3,32.29333333,6721.927205
Strophodonta,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Strophodonta,Pridolian,Frasnian,423,372.2,33.65,7557.706607
Strophonelloides,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophodontidae,,Strophonelloides,Frasnian,Frasnian,382.7,372.2,37.94,10636.40119
Bajanhongorella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Bajanhongorella,Ashgill,Ashgill,453,443.8,13.32333333,540.156038
Bellimurina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Bellimurina,Sandbian,Telychian,458.4,433.4,24.635,3109.617179
Biparetis,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Biparetis,Ashgill,Ashgill,449,443.8,25.67333333,3497.573885
Dactylogonia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Dactylogonia,Sandbian,Caradoc,458.4,449,18.13,1298.704499
Dzhebaglina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Dzhebaglina,Sandbian,Hirnantian,458.4,443.8,16.085,923.6163103
Furcitella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Furcitella,Sandbian,Hirnantian,458.4,443.8,14.23,651.5432027
Geniculina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Geniculina,Ashgill,Ashgill,449,443.8,30.29333333,5603.026153
Karomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Karomena,Sandbian,Caradoc,458.4,449,23.825,2827.209659
Katastrophomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Katastrophomena,Ashgill,Ludfordian,449,423,26.58,3860.920024
Kirkina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Kirkina,Darriwilian,Darriwilian,467.3,458.4,22.40666667,2373.823088
Laevicyphomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Laevicyphomena,Aeronian,Aeronian,440.8,438.5,12.81666667,483.6918087
Luhaia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Luhaia,Ashgill,Ashgill,449,443.8,22.835,2505.346994
Maakina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Maakina,Sandbian,Caradoc,458.4,449,20.59,1865.84249
Mansina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Mansina,Sandbian,Caradoc,458.4,449,30.01333333,5456.79951
Molongcola,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Molongcola,Sandbian,Caradoc,458.4,449,14.96,751.3049373
Murinella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Murinella,Darriwilian,Caradoc,467.3,449,22.85,2510.036524
Oepikina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Oepikina,Darriwilian,Katian,467.3,445.2,15.305,801.7044677
Pentlandina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Pentlandina,Telychian,Ludfordian,438.5,423,20.79,1917.919615
Quondongia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Quondongia,Sandbian,Caradoc,458.4,449,6.6,73.07139691
Teratelasmella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Teratelasmella,Darriwilian,Darriwilian,467.3,458.4,9.9075,232.3564033
Titanomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Titanomena,Ashgill,Ashgill,449,443.8,39.30666667,11764.19064
Trigrammaria,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Furcitellinae,Trigrammaria,Darriwilian,Caradoc,467.3,449,39.27142857,11734.18131
Actinomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Actinomena,Darriwilian,Caradoc,467.3,449,26.50666667,3830.66222
Drummuckina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Drummuckina,Ashgill,Ashgill,449,443.8,25.65333333,3489.820172
Esilia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Esilia,Darriwilian,Caradoc,467.3,449,15.575,842.6407602
Gunnarella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Gunnarella,Sandbian,Hirnantian,458.4,443.8,29.78,5336.853854
Holtedahlina,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Holtedahlina,Darriwilian,Katian,467.3,445.2,26.27333333,3735.412086
Infurca,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Infurca,Sandbian,Caradoc,458.4,449,18.74333333,1427.76953
Longvillia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Longvillia,Darriwilian,Hirnantian,467.3,443.8,41.78,13996.99368
Pseudostrophomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Pseudostrophomena,Sandbian,Hirnantian,458.4,443.8,31.51176471,6268.922611
Strophomena,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Strophomena,Sandbian,Hirnantian,458.4,443.8,53.31,28018.53275
Trotlandella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophomenidae,Strophomeninae,Trotlandella,Darriwilian,Darriwilian,467.3,458.4,25.72666667,3518.305079
Eostrophonella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophonellidae,,Eostrophonella,Rhuddanian,Aeronian,443.8,438.5,32.69,6959.738266
Strophonella,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,Strophonellidae,,Strophonella,Sheinwoodian,Eifelian,433.4,387.7,65.01,49299.61593
Playfairia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,,,Playfairia,Sandbian,Caradoc,458.4,449,22.71333333,2467.519611
Rhenostrophia,Rhynchonelliformea,Strophomenata,Strophomenida,,Strophomenoidea,,,Rhenostrophia,Emsian,Emsian,407.6,393.3,57.92,35483.16551
Acanthcrania,,Craniata,Craniida,,Cranioidea,Craniidae,,Acanthcrania,Sandbian,Serpukhovian,458.4,323.2,16.07,493.8242939
Neoancistrocrania,,Craniata,Craniida,,Cranioidea,Craniidae,,Neoancistrocrania,Holocene,Holocene,0.0117,0,14.19,316.9242115
Valdiviathyris,,Craniata,Craniida,,Cranioidea,Craniidae,,Valdiviathyris,Holocene,Holocene,0.0117,0,4.1775,4.053465845
Chynithele,,Lingulata,Lingulida,,Discinoidea,Discinidae,,Chynithele,Emsian,Emsian,407.6,393.3,4.055,10.48937482
Eoschizotreta,,Lingulata,Lingulida,,Discinoidea,Discinidae,,Eoschizotreta,Floian,Dapingian,477.7,467.3,2.288235294,2.090903303
Ivanothele,,Lingulata,Lingulida,,Discinoidea,Discinidae,,Ivanothele,Sheinwoodian,Ludfordian,433.4,423,9.718,123.22058
Pelagodiscus,,Lingulata,Lingulida,,Discinoidea,Discinidae,,Pelagodiscus,Aquitanian,Holocene,23.03,0,5.156,20.64432327
Praeoehlertella,,Lingulata,Lingulida,,Discinoidea,Discinidae,,Praeoehlertella,Rhuddanian,Pragian,443.8,407.6,4.758947368,16.4704225
Sterbinella,,Lingulata,Lingulida,,Discinoidea,Discinidae,,Sterbinella,Pridolian,Famennian,423,358.9,2.089230769,1.617914844
Opatrilkiella,,Lingulata,Lingulida,,Discinoidea,Trematidae,,Opatrilkiella,Pridolian,Famennian,423,358.9,1.0166,0.212406843
Keskentassia,,Lingulata,Lingulida,,Linguloidea,Elkaniidae,,Keskentassia,Floian,Floian,477.7,470,4.005333333,10.13125984
Vassilkovia,,Lingulata,Lingulida,,Linguloidea,Eoobolidae,,Vassilkovia,Paibian,Stage 10,497,485.4,14.732,398.0860073
Litoperata,,Lingulata,Lingulida,,Linguloidea,Obolidae,Elliptoglossinae,Litoperata,Darriwilian,Hirnantian,467.3,443.8,2.907,4.105068258
Barrandeoglossa,,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Barrandeoglossa,Gorstian,Lochkovian,427.4,410.8,10.35272727,147.2769378
Prastavia,,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Prastavia,Eifelian,Eifelian,393.3,387.7,1.803333333,1.068593026
Agalatassia,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Agalatassia,Floian,Floian,477.7,470,6.404761905,38.04458609
Divobolus,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Divobolus,Tremadocian,Tremadocian,485.4,477.7,10.108,137.6733563
Euobolus,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Euobolus,Paibian,Stage 10,497,485.4,2.248,1.988921967
Josephobolus,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Josephobolus,Floian,Dapingian,477.7,467.3,10.582,156.6566572
Kacakiella,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Kacakiella,Rhuddanian,Homerian,443.8,427.4,8.03375,72.06007424
Kosagittella,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Kosagittella,Gorstian,Eifelian,427.4,387.7,6.0525,32.4371627
Libecoviella,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Libecoviella,Tremadocian,Tremadocian,485.4,477.7,12.9275,275.4384125
Lithobolus,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Lithobolus,Floian,Dapingian,477.7,467.3,7.5725,60.99771886
Mytoella,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Mytoella,Darriwilian,Darriwilian,467.3,458.4,6.097,33.11389111
Ovolingula,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Ovolingula,Ashgill,Ashgill,449,443.8,6.952222222,47.93980783
Pidiobolus,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Pidiobolus,Tremadocian,Dapingian,485.4,467.3,0.880333333,0.141576875
Ralfia,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Ralfia,Paibian,Tremadocian,497,477.7,3.650746269,7.801742119
Rebrovia,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Rebrovia,Paibian,Stage 10,497,485.4,3.5976,7.485830964
Teneobolus,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Teneobolus,Floian,Dapingian,477.7,467.3,4.715,16.045294
Ungula,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Ungula,Paibian,Stage 10,497,485.4,9.828,127.1925565
Wadiglossella,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Wadiglossella,Rhuddanian,Pragian,443.8,407.6,4.5025,14.08948488
Wosekella,,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Wosekella,Floian,Darriwilian,477.7,458.4,7.241025641,53.76759521
Eopaterula,,Lingulata,Lingulida,,Linguloidea,Paterulidae,,Eopaterula,Tremadocian,Tremadocian,485.4,477.7,3.446666667,6.633980017
Tarphyteina,,Lingulata,Lingulida,,Linguloidea,Paterulidae,,Tarphyteina,Darriwilian,Darriwilian,467.3,458.4,1.1065,0.269711727
Meristopacha,,Lingulata,Lingulida,,Linguloidea,Pseudolingulidae,,Meristopacha,Darriwilian,Darriwilian,467.3,458.4,22.008,1234.033559
Sedlecilingula,,Lingulata,Lingulida,,Linguloidea,Pseudolingulidae,,Sedlecilingula,Floian,Dapingian,477.7,467.3,6.8125,45.27344805
Fagusella,,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Fagusella,Floian,Dapingian,477.7,467.3,4.589,14.86584772
Koneviella,,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Koneviella,Stage 4,Drumian,514,500.5,1.432083333,0.558007659
Paldiskia,,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Paldiskia,Paibian,Floian,497,470,16.004,502.7546552
Ceresathyris,,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Ceresathyris,Pragian,Pragian,410.8,407.6,17.065,1215.108665
Grinnellathyris,,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Grinnellathyris,Eifelian,Eifelian,393.3,387.7,5.836363636,54.62519628
Bruntosina,,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyrisininae,Bruntosina,Emsian,Eifelian,407.6,387.7,28.10666667,5142.325905
